block_id	namespace	functional_categories	sources
chipped:cracked_bone_block	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_borderless_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_calcite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_clay_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_coal_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_cobblestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_crying_obsidian_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_dark_prismarine_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_diorite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_dirt_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_amethyst_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_ancient_debris_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_andesite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_basalt_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_blackstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_blue_ice_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_borderless_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_calcite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_clay_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_coal_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_cobblestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_crying_obsidian_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_dark_prismarine_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_deepslate_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_diorite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_dirt_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_dripstone_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_end_stone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_gilded_blackstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_granite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_ice_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_lapis_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_lodestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_magma_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_mossy_cobblestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_mossy_stone_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_nether_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_netherrack_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_obsidian_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_packed_ice_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_prismarine_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_purpur_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_quartz_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_raw_copper_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_raw_gold_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_raw_iron_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_red_nether_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_red_sandstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_redstone_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_sandstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_smooth_stone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_snow_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_stone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_disordered_tuff_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_dripstone_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_end_stone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_amethyst_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_ancient_debris_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_andesite_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_basalt_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_blackstone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_blue_ice_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_borderless_bricks_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_bricks_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_calcite_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_clay_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_coal_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_cobblestone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_crying_obsidian_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_dark_prismarine_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_diorite_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_dirt_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_dripstone_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_end_stone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_gilded_blackstone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_granite_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_ice_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_lapis_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_lodestone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_magma_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_mossy_cobblestone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_mossy_stone_bricks_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_nether_bricks_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_netherrack_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_obsidian_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_packed_ice_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_prismarine_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_purpur_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_quartz_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_raw_copper_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_raw_gold_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_raw_iron_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_red_nether_bricks_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_red_sandstone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_redstone_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_sandstone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_smooth_stone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_snow_block_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_stone_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_flat_tuff_tiles	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_gilded_blackstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_glowstone	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_granite_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_ice_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_lapis_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_lodestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_magma_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_mossy_cobblestone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_mossy_stone_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_mud_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_mud_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_nether_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_netherrack_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_obsidian_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_packed_ice_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_packed_mud_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_prismarine_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_purpur_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_quartz_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_raw_copper_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_raw_gold_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_raw_iron_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_red_nether_bricks_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_red_sandstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_redstone_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_sandstone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_sea_lantern	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_shroomlight	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_smooth_stone_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_snow_block_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cracked_tuff_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_black_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_black_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_blue_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_blue_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_brown_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_brown_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_cyan_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_cyan_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_gray_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_gray_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_green_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_green_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_light_blue_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_light_blue_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_light_gray_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_light_gray_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_lime_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_lime_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_magenta_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_magenta_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_orange_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_orange_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_pink_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_pink_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_purple_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_purple_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_red_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_red_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_white_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_white_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_yellow_carpet	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crafted_yellow_wool	chipped	crafting_workstations	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_acacia_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_bamboo_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_birch_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_cherry_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_crimson_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_dark_oak_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_jungle_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_mangrove_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_oak_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_spruce_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crated_warped_planks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:creeper_netherrack_carving	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:creepy_carved_pumpkin	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:crimson_barrel	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crimson_crate	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:crimson_roots_bloom	chipped	crafting_workstations,processing_machines	chipped-forge-1.20.1-3.0.7.jar
chipped:crying_netherrack	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cubed_oak_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cubed_oak_empty_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cubed_oak_spaced_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cubed_oak_webbed_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:curly_netherrack_pillar	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:curvy_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cut_blank_netherrack	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:cut_netherrack_column	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:dark_oak_crate	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:dark_spotted_brown_mushroom_block	chipped	processing_machines	chipped-forge-1.20.1-3.0.7.jar
chipped:dark_spotted_red_mushroom_block	chipped	processing_machines	chipped-forge-1.20.1-3.0.7.jar
chipped:devious_carved_pumpkin	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:donut_soul_lantern	chipped	magic_ritual	chipped-forge-1.20.1-3.0.7.jar
chipped:duh_netherrack	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:dusty_bookshelf	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:edged_netherrack_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:end_carved_pumpkin	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:end_pumpkin	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:end_pumpkin_purple	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:end_purple_carved_pumpkin	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:engraved_netherrack	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_amethyst_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_ancient_debris	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_andesite	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_basalt	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_blackstone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_blue_ice	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_borderless_bricks	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_bricks	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_calcite	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_coal_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_cobblestone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_crying_obsidian	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_dark_prismarine	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_deepslate	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_diorite	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_dirt	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_dripstone_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_end_stone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_gilded_blackstone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_granite	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_ice	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_lapis_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_lodestone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_magma_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_mossy_cobblestone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_mossy_stone_bricks	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_nether_bricks	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_netherrack	chipped	power_energy_fluids,storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_obsidian	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_packed_ice	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_prismarine	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_purpur_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_quartz_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_raw_copper_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_raw_gold_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_raw_iron_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_red_nether_bricks	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_red_sandstone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_redstone_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_sandstone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_smooth_stone	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_snow_block	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:eroded_tuff	chipped	power_energy_fluids	chipped-forge-1.20.1-3.0.7.jar
chipped:etched_netherrack_bricks	chipped	storage_item_io	chipped-forge-1.20.1-3.0.7.jar
chipped:faded_soul_sand	chipped	magic_ritual	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_acacia_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_bamboo_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_birch_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_black_stained_glass	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_black_stained_glass_pane	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_blue_stained_glass	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_blue_stained_glass_pane	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_brown_stained_glass	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_brown_stained_glass_pane	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_cherry_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_chiseled_mud	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_chiseled_mud_bricks	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_chiseled_packed_mud	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_crimson_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_cyan_stained_glass	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_cyan_stained_glass_pane	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_dark_oak_trapdoor	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_glowstone_lantern	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_gray_stained_glass	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
chipped:fancy_gray_stained_glass_pane	chipped	processing_machines,create_kinetics_and_logistics	chipped-forge-1.20.1-3.0.7.jar
