potency	block_id	categories	namespace	sources
P3_power_networks_and_automation_io	create:chute	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:clockwork_bearing	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:clutch	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:cogwheel	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:content_observer	create_kinetics_and_logistics,redstone_interaction	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:controller_rail	create_kinetics_and_logistics,computers_networks	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:copper_backtank	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:copper_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:creative_fluid_tank	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:creative_motor	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:cyan_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:display_link	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:elevator_pulley	processing_machines,create_kinetics_and_logistics,mob_world_portal_transport	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:encased_chain_drive	create_kinetics_and_logistics,storage_item_io	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:encased_fan	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:fluid_tank	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:fluid_valve	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:gantry_carriage	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:gantry_shaft	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:gearbox	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:gearshift	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:glass_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:gray_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:green_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:hose_pulley	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:large_cogwheel	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:large_water_wheel	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:light_blue_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:light_gray_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:lime_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:lit_blaze_burner	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:magenta_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:mechanical_bearing	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:mechanical_pump	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:metal_girder_encased_shaft	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:netherite_backtank	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:nozzle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:orange_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:pink_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:powered_shaft	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:pulley_magnet	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:purple_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:red_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:redstone_link	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:rope_pulley	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:shaft	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:smart_chute	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:smart_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:stockpile_switch	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:water_wheel	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:water_wheel_structure	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:weighted_ejector	create_kinetics_and_logistics	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:white_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create:yellow_valve_handle	create_kinetics_and_logistics,power_energy_fluids	create	create-1.20.1-6.0.8.jar
P3_power_networks_and_automation_io	create_new_age:advanced_motor	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:advanced_motor_extension	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:advanced_solar_heating_plate	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:basic_motor	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:basic_motor_extension	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:basic_solar_heating_plate	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:copper_wire_block	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:electrical_connector	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:generator_coil	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:heat_pipe	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:heat_pump	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:heater	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:overcharged_diamond_wire_block	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:overcharged_golden_wire_block	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:overcharged_iron_wire_block	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	create_new_age:reinforced_motor	create_kinetics_and_logistics,power_energy_fluids	create_new_age	create-new-age-1.1.7f+forge-mc1.20.1.jar
P3_power_networks_and_automation_io	createbigcannons:autocannon_recoil_spring_cast_mould	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:bronze_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:cast_iron_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:fluid_shell	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:incomplete_bronze_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:incomplete_cast_iron_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:incomplete_steel_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:steel_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:unbored_bronze_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:unbored_cast_iron_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createbigcannons:unbored_steel_autocannon_recoil_spring	create_kinetics_and_logistics,power_energy_fluids	createbigcannons	createbigcannons-5.11.3-mc.1.20.1-forge.jar
P3_power_networks_and_automation_io	createdeco:decal_fluid	power_energy_fluids	createdeco	createdeco-2.0.3-1.20.1-forge.jar
P3_power_networks_and_automation_io	createdieselgenerators:andesite_girder_encased_shaft	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:black_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:blue_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:brown_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:burner	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:cyan_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:gray_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:green_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:light_blue_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:light_gray_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:lime_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:magenta_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:orange_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pink_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:powered_engine_shaft	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pumpjack_bearing	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pumpjack_bearing_b	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pumpjack_crank	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pumpjack_head	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:pumpjack_hole	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:purple_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:red_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:white_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	createdieselgenerators:yellow_concrete_encased_fluid_pipe	create_kinetics_and_logistics,power_energy_fluids	createdieselgenerators	createdieselgenerators-1.20.1-1.3.12.jar
P3_power_networks_and_automation_io	creatingspace:copper_oxygen_backtank	power_energy_fluids,mob_world_portal_transport	creatingspace	creatingspace-1.20.1-1.7.13.jar
P3_power_networks_and_automation_io	creatingspace:cryogenic_tank	power_energy_fluids	creatingspace	creatingspace-1.20.1-1.7.13.jar
P3_power_networks_and_automation_io	creatingspace:netherite_oxygen_backtank	power_energy_fluids,mob_world_portal_transport	creatingspace	creatingspace-1.20.1-1.7.13.jar
P3_power_networks_and_automation_io	creatingspace:rocket_generator	power_energy_fluids,mob_world_portal_transport	creatingspace	creatingspace-1.20.1-1.7.13.jar
P3_power_networks_and_automation_io	dynamictreesplus:pipe_cactus_sapling	power_energy_fluids	dynamictreesplus	DynamicTreesPlus-1.20.1-1.2.2.jar
P3_power_networks_and_automation_io	fallout_wastelands_:barbed_wires	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:encased_indus_pipe	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:grey_industrial_allowmidrivet	storage_item_io	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:indus_pipe	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:indus_pipe_hub	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:laboratorycomputerblock	computers_networks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:pipe	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:terminal	storage_item_io,computers_networks	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	fallout_wastelands_:wirefence	power_energy_fluids	fallout_wastelands_	Fallout Wasteland 1.20.1 Beta 3.8.1.jar
P3_power_networks_and_automation_io	farmersdelight:pumpkin_pie	create_kinetics_and_logistics,power_energy_fluids	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
P3_power_networks_and_automation_io	farmersdelight:stuffed_pumpkin_block	create_kinetics_and_logistics,power_energy_fluids	farmersdelight	FarmersDelight-1.20.1-1.3.1.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_activator_rail	processing_machines,create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_activator_rail_slope	processing_machines,create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_detector_rail	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_detector_rail_slope	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_powered_rail	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_powered_rail_slope	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_rail	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	framedblocks:framed_fancy_rail_slope	create_kinetics_and_logistics	framedblocks	FramedBlocks-9.4.3.jar
P3_power_networks_and_automation_io	ftbquests:aux_task_screen	computers_networks	ftbquests	ftb-quests-forge-2001.4.21.jar
P3_power_networks_and_automation_io	ftbquests:screen_1	computers_networks	ftbquests	ftb-quests-forge-2001.4.21.jar
P3_power_networks_and_automation_io	ftbquests:screen_3	computers_networks	ftbquests	ftb-quests-forge-2001.4.21.jar
P3_power_networks_and_automation_io	ftbquests:screen_5	computers_networks	ftbquests	ftb-quests-forge-2001.4.21.jar
P3_power_networks_and_automation_io	ftbquests:screen_7	computers_networks	ftbquests	ftb-quests-forge-2001.4.21.jar
P3_power_networks_and_automation_io	gases_and_plasmas:gas_fan	create_kinetics_and_logistics	gases_and_plasmas	gases_and_plasmas-0.1.0.jar
P3_power_networks_and_automation_io	gases_and_plasmas:gas_pipe	power_energy_fluids	gases_and_plasmas	gases_and_plasmas-0.1.0.jar
P3_power_networks_and_automation_io	liquid_coolant:creative_heat_source	power_energy_fluids	liquid_coolant	liquid_coolant-0.1.0.jar
P3_power_networks_and_automation_io	minecraft:attached_pumpkin_stem	create_kinetics_and_logistics,power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:brain_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:brain_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:bubble_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:bubble_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:carved_pumpkin	create_kinetics_and_logistics,power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_brain_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_brain_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_bubble_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_bubble_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_fire_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_fire_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_horn_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_horn_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_tube_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:dead_tube_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:fire_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:fire_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:horn_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:horn_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:pumpkin	create_kinetics_and_logistics,power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:pumpkin_stem	create_kinetics_and_logistics,power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:redstone_wire	power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:tripwire	power_energy_fluids,redstone_interaction	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:tripwire_hook	power_energy_fluids,redstone_interaction	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:tube_coral_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:tube_coral_wall_fan	create_kinetics_and_logistics	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	minecraft:wheat	power_energy_fluids	minecraft	minecraft-1.20.1-client.jar
P3_power_networks_and_automation_io	morered:black_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:blue_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:brown_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:bundled_cable_post	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:bundled_cable_relay_plate	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:bundled_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:cyan_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:gray_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:green_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:light_blue_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:light_gray_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:lime_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:magenta_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:orange_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:pink_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:purple_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:red_alloy_wire	power_energy_fluids	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:red_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:redwire_post	power_energy_fluids	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:redwire_post_plate	power_energy_fluids	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:redwire_post_relay_plate	power_energy_fluids	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:white_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
P3_power_networks_and_automation_io	morered:yellow_network_cable	power_energy_fluids,computers_networks	morered	morered-1.20.1-4.0.0.4.jar
