jar,mod_ids,display_names,jar_mib,model_pressure_score,files_total,assets_files,data_files,blockstates,block_models,item_models,textures_png,geo_models,animations,lang_files,recipes,loot_tables,worldgen,tags,patchouli_json,guide_json,namespaces
creatingspace-1.20.1-1.7.13.jar,creatingspace,Creating Space,2.17,2105.0,1407,676,397,52,69,234,292,0,0,6,223,32,47,58,0,0,creatingspace:1029;forge:30;minecraft:12;create:2
cristellib-1.1.6-forge.jar,cristellib,Cristel Lib,0.41,0.0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cristellib:1
curios-forge-5.14.1+1.20.1.jar,curios,Curios API,0.38,32.0,195,30,10,0,0,0,16,0,0,13,0,0,0,0,0,0,curios:39;minecraft:1
cursedbiomes-0.1.0.jar,cursedbiomes,Cursed Biomes,0.22,0.0,137,1,9,0,0,0,0,0,0,1,0,0,0,5,0,0,cursedbiomes:10
darkness-forge-1.20.1-2.0.103-fork.jar,darkness,True Darkness,0.03,0.0,26,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,darkness:2
deeperdarker-forge-1.20.1-1.3.3.jar,deeperdarker,Deeper and Darker,17.02,3982.0,2249,953,1098,141,285,258,170,0,0,14,376,149,110,138,0,0,deeperdarker:1773;mekanism:106;minecraft:105;forge:25;create:23;farmersdelight:7;alexsmobs:3;geode_plus:3
diet-forge-2.1.1+1.20.1.jar,diet,Diet,0.35,2.0,140,9,13,0,0,0,1,0,0,8,0,0,0,7,0,0,diet:22
dotcoinmod-forge-20.18.1.jar,dotcoinmod,Dot Coin Mod,0.1,72.0,83,37,0,0,0,17,19,0,0,1,0,0,0,0,0,0,dotcoinmod:37
dragonlib-forge-1.20.1-beta-3.0.24.jar,dragonlib,DragonLib,2.49,31.0,600,18,0,1,1,1,9,0,0,2,0,0,0,0,0,0,dragonlib:18
dtmalum-1.0.0.jar,dtmalum,Dynamic Trees for Malum,0.02,96.0,49,19,16,8,6,4,0,0,0,1,0,10,0,6,0,0,dtmalum:29;dynamictrees:6
dtnatures_spirit-1.20.1-forge-1.3-all.jar,dtnatures_spirit,Dynamic Trees for Nature's Spirit,0.56,1122.0,499,227,126,92,63,40,29,0,0,2,0,117,0,7,0,0,dtnatures_spirit:342;dynamictrees:7;natures_spirit:4
dynamicassetgenerator-forge-1.20.1-4.2.2.jar,dynamic_asset_generator,Dynamic Asset Generator,0.3,2.0,183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,dynamic_asset_generator:1
dynamicvillagertrades-1.3.1-forge-1.20.jar,dynamicvillagertrades,Dynamic Villager Trades,0.26,0.0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dynamicvillagertrades:1
embeddium-0.3.31+mc1.20.1.jar,embeddium;rubidium,Embeddium;Rubidium (Embeddium),1.26,4.0,635,19,0,0,0,0,2,0,0,8,0,0,0,0,0,0,sodium:9;embeddium:7;minecraft:3
emi-1.1.22+1.20.1+forge.jar,emi,EMI,1.0,22.0,516,69,0,0,0,3,8,0,0,10,0,0,0,0,0,0,emi:25;c:20;minecraft:18;fabric:6
emitrades-forge-1.2.1+mc1.20.1.jar,emitrades,EMI Trades,0.05,0.0,22,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,emitrades:3
ends_delight-2.5.1+forge.1.20.1.jar,ends_delight,End's Delight,0.27,601.0,370,201,121,8,35,64,81,0,0,11,75,7,2,13,0,0,ends_delight:309;forge:7;create:2;farmersdelight:2;minecraft:2
enhancedai-3.3.6.3.jar,enhancedai,Enhanced AI,1.32,0.0,333,12,92,0,0,0,0,0,0,3,0,0,0,90,0,0,enhancedai:103;minecraft:1
entityculling-forge-1.10.1-mc1.20.1.jar,entityculling,EntityCulling,1.51,0.0,63,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,entityculling:19
etstlib-3.0.0-beta.20.jar,etstlib,EtSTLib,0.35,0.0,224,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,etstlib:8
everythingcopper-1.20.1-2.3.4.jar,everythingcopper,Everything is Copper,0.7,3386.0,1390,923,376,170,192,359,192,0,0,1,166,138,0,32,0,0,everythingcopper:1267;minecraft:18;forge:14
excavatedvariants-neoforge-1.20.1-3.0.9.jar,excavated_variants,Excavated Variants,0.36,7.0,201,1,4,0,0,0,0,0,0,1,1,0,2,0,0,0,excavated_variants:5
fabric-api-0.92.6+1.11.14+1.20.1.jar,fabric_api,Forgified Fabric API,2.92,0.0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fabric:1
farmersrespite-1.20.1-2.1.2.jar,farmersrespite,Farmer's Respite,0.51,1162.0,596,271,214,39,93,50,86,0,0,1,146,33,4,6,0,0,farmersrespite:478;minecraft:6;farmersdelight:1
farsighted-mobs-forge-1.1-1.20.1.jar,farsightedmobs,Farsighted Mobs,0.01,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ferritecore-6.0.1-forge.jar,ferritecore,Ferrite Core,0.12,0.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
fiahi-3.1.6.jar,fiahi,"Freeze It, and Heat It!",0.21,29.0,110,19,5,0,0,3,11,0,0,3,1,0,0,4,0,0,fiahi:21;cold_sweat:2;biomancy:1
findme-3.2.3-forge.jar,findme,FindMe,0.04,0.0,35,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,findme:7
finite_water-1.20.1-1.0.0.jar,finite_water,Finite Water,0.01,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
fission_reactor-0.1.0.jar,fission_reactor,Fission Reactor,0.31,138.0,187,34,59,9,9,9,0,0,0,1,12,9,0,2,0,0,fission_reactor:89;create_new_age:4
flib-1.20.1-0.0.15.jar,flib,flib,0.28,10.0,151,6,0,0,0,0,5,0,0,1,0,0,0,0,0,0,flib:6
framework-forge-1.20.1-0.8.0.jar,framework,Framework,0.37,2.0,255,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,framework:2
ftb-library-forge-2001.2.12.jar,ftblibrary,FTB Library,0.74,212.0,446,121,0,0,0,1,105,0,0,6,0,0,0,0,0,0,ftblibrary:120;minecraft:1
ftb-quests-forge-2001.4.21.jar,ftbquests,FTB Quests,1.2,296.0,583,174,17,10,6,14,83,0,0,6,7,5,0,5,0,0,ftbquests:186;minecraft:5
ftb-teams-forge-2001.3.2.jar,ftbteams,FTB Teams,0.24,14.0,145,19,0,0,0,0,7,0,0,5,0,0,0,0,0,0,ftbteams:19
ftb-xmod-compat-forge-2.1.3.jar,ftbxmodcompat,FTB XMod Compat,0.12,0.0,90,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ftbxmodcompat:1
fzzy_config-0.7.6+1.20.1+forge.jar,fzzy_config,Fzzy Config,2.26,256.0,915,151,0,0,0,0,128,0,0,5,0,0,0,0,0,0,fzzy_config:151
gases_and_plasmas-0.1.0.jar,gases_and_plasmas,Gases and Plasmas,0.28,141.0,162,30,13,8,14,7,0,0,0,1,4,5,0,2,0,0,gases_and_plasmas:41;minecraft:2
geckolib-forge-1.20.1-4.8.3.jar,geckolib,GeckoLib 4,0.99,223.0,364,93,0,2,3,20,30,16,16,1,0,0,0,0,0,0,geckolib:93
golemoverhaul-forge-1.20.1-1.1.0.jar,golemoverhaul,Golem Overhaul,0.99,252.0,289,126,37,2,2,13,45,19,9,3,8,12,0,9,0,0,golemoverhaul:162;minecraft:1
guardvillagers-1.20.1-1.6.17.jar,guardvillagers,Guard Villagers,0.2,75.0,137,55,5,0,0,4,32,0,0,18,0,3,0,1,0,0,guardvillagers:59;minecraft:1
guideme-20.1.14.jar,guideme,GuideME,8.98,32.0,5217,25,0,0,0,2,14,0,0,1,0,0,0,0,0,0,guideme:25
heatsync-0.1.0.jar,heatsync,HeatSync,0.03,0.0,20,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,heatsync:2
holdmyitems-1.20.1v2.1.jar,holdmyitems,HoldMyItems - Reforged,0.31,0.0,63,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,forge:4;holdmyitems:1
iChunUtil-1.20.1-Forge-1.0.3.jar,ichunutil,iChunUtil,0.66,16.0,191,10,0,0,0,0,8,0,0,2,0,0,0,0,0,0,ichunutil:10
iceandfire-2.1.13-1.20.1-beta-5.jar,iceandfire,Ice and Fire,20.84,6237.0,5499,3387,1174,126,175,567,1344,0,0,15,413,173,66,128,0,0,iceandfire:4499;forge:34;minecraft:28
immersive_weathering-1.20.1-2.0.5-forge.jar,immersive_weathering,Immersive Weathering,2.16,5941.0,2663,1401,886,186,614,236,317,0,0,11,349,195,35,117,0,0,immersive_weathering:2219;minecraft:61;create:2;trinkets:2;curios:1;forge:1;snowrealmagic:1
incontrol-1.20-9.4.6.jar,incontrol,InControl,0.35,0.0,156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,incontrol:1
inline-forge-1.20.1-1.2.2.jar,inline,Inline,0.36,2.0,136,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,inline:5
insanelib-1.23.4.4.jar,insanelib,InsaneLib,0.35,0.0,126,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,insanelib:2
inventorysorter-1.20.1-23.1.9.jar,inventorysorter,Simple Inventory Sorter (Configurable),0.05,0.0,29,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,inventorysorter:3
jei-1.20.1-forge-15.20.0.130.jar,jei,Just Enough Items,1.34,92.0,970,75,0,0,0,0,46,0,0,28,0,0,0,0,0,0,jei:75
keepcuriosinventory-1.20.1-1.0.0.jar,keepcuriosinventory,KeepCuriosInventory,0.74,0.0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar,konkrete,Konkrete,0.6,0.0,437,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,keksuccino:32
kotlinforforge-4.12.0-all.jar,,,7.1,0.0,4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kubejs-create-forge-2001.3.0-build.8.jar,kubejs_create,KubeJS Create,0.03,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
kubejs-forge-2001.6.5-build.16.jar,kubejs,KubeJS,1.58,30.0,865,17,2,0,2,1,9,0,0,0,0,0,0,0,0,0,kubejs:19
lighty-forge-2.1.2+1.20.1.jar,lighty,Lighty,0.05,8.0,37,7,0,0,0,0,4,0,0,2,0,0,0,0,0,0,lighty:7
liquid_coolant-0.1.0.jar,liquid_coolant,Liquid Coolant,0.11,63.0,66,18,5,4,5,4,2,0,0,1,1,1,0,0,0,0,liquid_coolant:23
lithostitched-forge-1.20.1-1.4.11.jar,lithostitched,Lithostitched,0.45,27.0,206,0,11,0,0,0,0,0,0,0,0,0,9,1,0,0,lithostitched:11
littlelogistics-mc1.20.1-v1.20.1.2.jar,littlelogistics,Little Logistics,0.8,656.8,610,265,91,15,35,42,127,0,0,7,38,15,0,2,1,1,littlelogistics:354;forge:1;minecraft:1
lodestone-1.20.1-1.6.4.1.jar,lodestone,Lodestone,0.64,22.0,448,47,21,0,0,0,11,0,0,1,0,0,0,21,0,0,lodestone:47;forge:21
looot-1.20.1-1.2.0.4.jar,looot,Looot,0.16,0.0,56,2,37,0,0,0,0,0,0,2,0,0,0,22,0,0,forge:32;looot:5;looot_generated_words:1;minecraft:1
lootjs-forge-1.20.1-2.13.1.jar,lootjs,LootJS,0.23,0.0,177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,lootjs:1
lootr-forge-1.20-0.7.35.94.jar,lootr,Lootr,0.44,191.0,245,92,42,6,15,7,29,0,0,32,0,8,0,24,0,0,lootr:123;minecraft:7;forge:3;ftbchunks:1
lostcities-1.20-7.4.11.jar,lostcities,LostCities,1.2,50.0,599,24,310,0,0,0,18,0,0,1,0,2,4,6,0,0,lostcities:334
mae2-2.0.0.jar,mae2,Modern AE2 Additions,0.42,120.0,184,58,17,5,5,14,16,0,0,2,1,4,0,4,0,0,mae2:74;minecraft:1
malum-1.20.1-1.6.7.jar,malum,Malum,25.08,8704.0,6276,2793,2644,282,549,610,931,0,0,6,837,276,24,144,0,0,malum:5318;minecraft:74;forge:17;tetra:10;supplementaries:8;curios:6;farmersdelight:3;quark:1
markdown_manual-MC1.20.1-forge-1.2.5+c3f0b88.jar,markdown_manual,Markdown Manual,0.14,8.0,99,5,0,0,0,0,4,0,0,1,0,0,0,0,0,0,markdown_manual:5
melody_forge_1.0.3_MC_1.20.1-1.20.4.jar,melody,Melody,0.04,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
merequester-forge-1.20.1-1.1.5.jar,merequester,ME Requester,0.16,45.0,117,26,6,1,2,2,11,0,0,4,2,1,0,1,0,0,merequester:26;ae2:5;minecraft:1
mob-ai-tweaks-1.11.1-1.20.1.jar,,,0.56,29.0,262,14,44,0,0,0,9,0,0,4,0,11,0,17,0,0,mob-ai-tweaks:53;minecraft:5
modernfix-forge-5.27.12+mc1.20.1.jar,modernfix,ModernFix,0.9,0.0,395,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,modernfix:9
modonomicon-1.20.1-forge-1.79.3.jar,modonomicon,Modonomicon,2.14,68.0,421,45,2,0,0,5,29,0,0,3,0,0,0,1,0,0,modonomicon:46;minecraft:1
moonlight-1.20-2.16.30-forge.jar,moonlight,Moonlight Library,1.33,30.0,584,42,25,0,0,1,14,0,0,11,0,0,0,0,0,0,moonlight:66;minecraft:1
morejs-forge-1.20.1-0.10.1.jar,morejs,MoreJS,0.17,0.0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
morered-1.20.1-4.0.0.4.jar,morered,More Red,0.72,1488.0,621,347,142,45,168,49,83,0,0,2,69,45,0,28,0,0,morered:468;forge:20;minecraft:1
mysterious_mountain_lib-1.6.34-1.20.1.jar,mysterious_mountain_lib,Mysterious Mountain Lib,0.31,15.0,116,8,3,0,3,0,0,0,0,3,0,0,0,3,0,0,mysterious_mountain_lib:11
natures_spirit-2.2.5-1.20.1.jar,natures_spirit,Nature's Spirit,18.09,18548.0,7426,3917,3048,773,1536,712,846,0,0,30,825,720,523,266,0,0,natures_spirit:6784;minecraft:120;c:20;cobblemon:19;forge:19;create:2;musicnotification:1
nomobfarm-forge-1.6.6.jar,nomobfarm,No mob Farms,0.04,0.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomobfarm:1
nomorepopups-forge-1.20.1-2.2.0.jar,nomorepopups,No More Pop-ups,0.03,0.0,32,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,nomorepopups:4
norecipebookreborn-1.0.5.jar,norecipebookreborn,No Recipe Book Reborn,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
notreepunching-forge-1.20-7.1.0.jar,notreepunching,No Tree Punching,0.45,695.0,551,174,239,24,48,51,45,0,0,1,96,17,2,49,0,0,notreepunching:386;minecraft:24;forge:3
obelisks-1.0.0.jar,obelisks,Dimensional Scar Expeditions,0.51,36.0,253,9,4,2,2,2,2,0,0,1,0,0,2,0,0,0,obelisks:13
oc2r-1.20.1-forge-2.2.12-all.jar,oc2r,OpenComputers II: Reimagined,25.67,632.0,1497,375,121,16,20,53,138,0,0,4,46,8,0,23,0,0,oc2r:495;forge:1
occultism-1.20.1-1.157.0.jar,occultism,Occultism,3.78,2358.0,2599,717,1243,45,68,265,269,16,16,10,425,55,12,117,0,170,occultism:1863;forge:69;minecraft:19;curios:4;apotheosis:2;emi:2;per_viam_invenire:1
oceansdelight-1.0.2-1.20.jar,oceansdelight,Ocean's Delight,0.09,157.0,129,56,53,1,7,22,23,0,0,3,26,0,0,5,0,0,oceansdelight:100;diet:4;farmersdelight:3;forge:1;minecraft:1
oculus-mc1.20.1-1.8.0.jar,oculus,Oculus,2.72,2.0,1645,31,0,0,0,0,1,0,0,29,0,0,0,0,0,0,iris:31
particular-1.20.1-Forge-1.2.7.jar,particular,Particular,0.4,346.0,300,218,0,0,0,0,173,0,0,7,0,0,0,0,0,0,particular:218
pillagercampaigns-0.2.0.jar,pillagercampaigns,Pillager Campaigns,0.12,0.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
pillagerpressure-0.2.0.jar,pillagerpressure,Pillager Pressure,0.25,0.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
player-animation-lib-forge-1.0.2-rc1+1.20.jar,playeranimator,Player Animator,0.17,0.0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
plonk-1.20.1-10.0.5-forge.jar,plonk,Plonk,0.14,15.0,80,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0,plonk:6
pneumaticcraft-repressurized-6.0.22+mc1.20.1.jar,pneumaticcraft,PneumaticCraft: Repressurized,10.29,4228.8,4832,1502,1131,169,187,317,525,0,0,2,425,155,5,104,1,1,pneumaticcraft:2582;forge:33;minecraft:17;curios:1
polyeng-forge-0.1.1-1.20.1.jar,polyeng,Polymorphic Energistics,0.01,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
polymorph-forge-0.49.10+1.20.1.jar,polymorph,Polymorph,0.29,2.0,121,12,0,0,0,0,1,0,0,11,0,0,0,0,0,0,polymorph:12
powergrid-mc1.20.1-0.5.4.jar,powergrid,Create: Power Grid,5.85,1868.0,1729,635,251,57,169,104,164,0,0,30,90,55,0,21,0,0,powergrid:874;forge:10;minecraft:2
procedural_bouquets-0.1.0.jar,procedural_bouquets,Procedural Bouquets,0.05,30.0,37,8,3,2,2,3,0,0,0,1,2,0,0,1,0,0,procedural_bouquets:11
protection_pixel-2.2.1-forge-1.20.1.jar,protection_pixel,Protection Pixel,3.11,905.0,1302,444,154,3,3,108,288,0,0,2,76,4,0,69,0,0,protection_pixel:565;minecraft:12;forge:11;create:7;c:2;neoforge:1
raider_detector-1.0.0.jar,raider_detector,Raider Detector,0.02,5.0,14,4,2,0,0,1,1,0,0,2,1,0,0,0,0,0,raider_detector:6
rbp-1.20.1-1.0.0.jar,rbp,Realistic Block Physics,0.21,0.0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
realisticores-0.1.0.jar,realisticores,Realistic Ores,0.26,1086.0,558,253,285,42,42,63,105,0,0,1,42,42,68,41,0,0,realisticores:497;forge:40;minecraft:1
realisticphysics-1.20.1-1.0.1.jar,realisticphysics,Realistic Physics,0.1,0.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
registry_dumper_3000-forge-1.1.0.jar,registry_dumper_3000,REGISTRY DUMPER 3000,0.04,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rehooked-1.8.3-1.20.1.jar,rehooked,ReHooked,0.23,124.0,155,56,19,4,4,10,26,0,0,2,8,0,0,1,0,0,rehooked:74;curios:1
relics-1.20.1-0.8.0.13.jar,relics,Relics,1.45,713.0,748,444,18,1,1,119,232,0,0,7,0,0,0,7,0,0,relics:454;curios:7;forge:1
reliquary-1.20.1-2.0.56.1418.jar,reliquary,Reliquary,2.11,1333.0,1275,425,369,39,47,137,163,0,0,10,194,70,0,6,0,0,reliquary:787;curios:3;forge:2;minecraft:2
resourcefulconfig-forge-1.20.1-2.1.3.jar,resourcefulconfig,Resourcefulconfig,0.13,0.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
resourcefullib-forge-1.20.1-2.1.29.jar,resourcefullib,Resourceful Lib,0.41,0.0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rhino-forge-2001.2.3-build.10.jar,rhino,Rhino,1.71,0.0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ritchiesprojectilelib-2.1.1-mc.1.20.1-forge.jar,ritchiesprojectilelib,Ritchie's Projectile Library,0.07,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
rpgstats-1.0.0.jar,rpgstats,RPG Stats,0.18,76.0,117,34,16,0,0,17,16,0,0,1,10,0,0,0,0,0,rpgstats:49;minecraft:1
rsgauges-1.2.22.jar,rsgauges,Gauges and Switches,0.89,2759.0,918,679,132,96,307,98,167,0,0,5,118,0,0,14,0,0,rsgauges:811
rusticdelight-forge-1.20.1-1.6.0.jar,rusticdelight,Rustic Delight,0.54,1358.0,967,502,407,26,86,88,195,0,0,12,162,26,6,75,0,0,rusticdelight:832;forge:40;farmersdelight:14;minecraft:7;botanypots:6;sereneseasons:6;brewinandchewin:1;create:1
savage_and_ravage-1.20.1-6.0.1.jar,savage_and_ravage,Savage & Ravage,1.26,502.0,498,214,132,12,25,33,89,0,0,20,23,20,6,32,0,0,savage_and_ravage:321;minecraft:21;forge:4
settlementroads-0.1.0.jar,settlementroads,Settlement Roads,0.25,0.0,123,1,7,0,0,0,0,0,0,1,0,0,0,7,0,0,settlementroads:8
sodiumoptionsapi-forge-1.0.10-1.20.1.jar,sodiumoptionsapi,Sodium Options API,0.42,4.0,39,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,sodiumoptionsapi:2
solcarrot-1.20.1-1.15.1.jar,solcarrot,Spice of Life: Carrot Edition,0.1,7.0,70,10,2,0,0,1,2,0,0,7,1,0,0,0,0,0,solcarrot:12
sophisticatedbackpacks-1.20.1-3.24.35.1675.jar,sophisticatedbackpacks,Sophisticated Backpacks,0.97,501.0,733,185,216,6,18,66,78,0,0,17,72,15,0,3,0,0,sophisticatedbackpacks:397;accessories:1;carryon:1;curios:1;forge:1
sophisticatedcore-1.20.1-1.3.21.1676.jar,sophisticatedcore,Sophisticated Core,1.37,33.0,707,31,2,0,0,0,16,0,0,12,1,0,0,1,0,0,sophisticatedcore:32;forge:1
sophisticatedstorage-1.20.1-1.4.39.1666.jar,sophisticatedstorage,Sophisticated Storage,1.59,2398.0,1758,684,719,59,152,131,315,0,0,13,333,59,0,11,0,0,sophisticatedstorage:1385;minecraft:12;forge:6
sophisticatedstorageinmotion-1.20.1-0.10.28.198.jar,sophisticatedstorageinmotion,Sophisticated Storage In Motion,0.38,109.0,330,7,209,0,0,2,0,0,0,5,105,0,0,0,0,0,sophisticatedstorageinmotion:216
sound-physics-remastered-forge-1.20.1-1.5.1.jar,sound_physics_remastered,Sound Physics Remastered,0.2,0.0,109,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,sound_physics_remastered:7
spark-1.10.53-forge.jar,spark,spark,2.97,0.0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
staaaaaaaaaaaack-forge-1.20.1-1.5-71.jar,staaaaaaaaaaaack,Staaaaaaaaaaaack,0.04,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
starcatcher-2.2.1-FORGE-1.20.1.jar,starcatcher,Starcatcher,3.57,1292.0,1942,627,533,6,10,200,379,0,0,8,42,6,0,35,0,0,starcatcher:834;tide:99;unusualfishmod:53;hybrid-aquatic:46;aquaculture:34;tfc:13;minecraft:12;fintastic:10
structure_gel-1.20.1-2.16.2.jar,structure_gel,Structure Gel API,0.92,233.0,453,97,7,8,11,23,42,0,0,10,0,0,0,6,0,0,structure_gel:94;minecraft:10
supplementaries-1.20-3.1.42-forge.jar,supplementaries,Supplementaries,13.03,11765.0,5664,3301,1236,234,1415,287,1096,0,0,29,306,178,12,224,0,0,supplementaries:4409;minecraft:76;forge:25;trinkets:5;farmersdelight:4;amendments:3;create:3;sereneseasons:3
takesapillage-1.0.3-1.20.1.jar,takesapillage,It Takes A Pillage,3.58,178.0,212,45,112,0,0,6,9,0,0,2,0,10,46,4,0,0,takesapillage:153;minecraft:4
tconjei-1.20.1-1.5.4.jar,tconjei,TConJEI,0.04,4.0,32,14,0,0,0,0,2,0,0,11,0,0,0,0,0,0,tconjei:14
tectonic-3.0.17-forge-1.20.1.jar,tectonic,Tectonic,0.31,0.0,293,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tectonic:1
the_finley_dimension_remastered-1.6.3-forge-1.20.1.jar,the_finley_dimension_remastered,The Finley Dimension Remastered,2.38,1274.0,699,296,256,49,86,69,78,0,0,1,54,46,52,73,0,0,the_finley_dimension_remastered:491;minecraft:61
theoneprobe-1.20.1-10.0.3.jar,theoneprobe,The One Probe,0.32,44.0,158,25,6,0,0,7,12,0,0,6,6,0,0,0,0,0,theoneprobe:31
theurgy-1.20.1-1.28.0.jar,theurgy,Theurgy,4.2,3352.6,3113,709,1920,20,35,456,173,5,2,3,1718,20,2,91,0,79,theurgy:2611;forge:16;minecraft:2
ticex-mc1.20.1-0.5.1-all.jar,ticex,TiCEX,4.33,4360.0,3172,2294,405,13,9,79,1929,0,0,5,214,7,0,86,0,0,tconstruct:1469;ticex:1185;forge:28;minecraft:8;draconicevolution:4;curios:2;mekanism:1;tacz:1
tinkers_advanced_core-3.0.0-beta.5.jar,tinkers_advanced,Tinkers' Advanced,0.18,21.0,131,27,2,0,0,1,9,0,0,4,1,0,0,0,0,0,tinkers_advanced:29
tinkers_advanced_tools-3.0.0-beta.4.jar,tinkers_advanced_tools,Tinkers' Advanced-Tools,1.24,3635.0,2056,1868,88,0,0,17,1777,0,0,4,47,0,0,16,0,0,tinkers_advanced:1921;tconstruct:34;minecraft:1
tinkersweaponry-1.20.1-0.0.5.jar,tinkersweaponry,Tinkers' Weaponry,0.74,3005.0,1601,1513,52,0,0,17,1473,0,0,1,25,0,0,19,0,0,tinkersweaponry:1549;tconstruct:16
tntutils-forge-1.20.1-2.0.4.jar,tntutils,TNTUtils,0.03,0.0,24,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,tntutils:2
tomeofblood-1.20.1-0.4.5.jar,tomeofblood,Tome of Blood: Rebirth,0.93,128.0,146,72,16,0,0,11,43,1,0,2,16,0,0,0,0,0,tomeofblood:71;ars_nouveau:17
tponder-1.1.jar,tponder,Tinkers' Ponder,1.46,0.0,35,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,tponder:14
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,The Twilight Forest,22.25,15703.0,7752,4092,2047,453,1541,887,905,0,0,100,444,532,240,282,0,0,twilightforest:5953;minecraft:116;forge:46;alexscaves:9;aether:3;farmersdelight:3;ars_nouveau:2;createaddition:2
ubesdelight-forge-1.20.1-0.4.11.jar,ubesdelight,Ube's Delight,0.91,2848.0,1325,730,434,38,341,125,216,0,0,6,172,37,8,62,0,0,ubesdelight:1102;forge:27;minecraft:10;c:7;sereneseasons:6;farmersdelight:4;create:3;dehydration:2
undergardendelight-1.1.2-forge-1.20.1.jar,undergardendelight,Undergarden Delight,0.28,372.0,372,111,132,10,10,38,47,0,0,2,82,10,0,40,0,0,undergardendelight:218;forge:15;farmersdelight:5;undergarden:3;minecraft:2
valhelsia_core-forge-1.20.1-1.1.2.jar,valhelsia_core,Valhelsia Core,0.19,0.0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
villagespawnpoint-1.20.1-4.6.jar,villagespawnpoint,Village Spawn Point,0.03,0.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
villagewalls-1.0.0.jar,villagewalls,Village Walls,0.06,0.0,31,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,villagewalls:6
wares-1.20.1-1.2.10.jar,wares,Wares,0.45,175.0,247,63,54,3,10,7,26,0,0,4,2,39,0,5,0,0,wares:115;minecraft:2
weather2-1.20.1-2.8.3.jar,weather2,Weather2,6.53,465.0,404,227,26,14,18,15,122,0,0,2,9,8,0,0,0,0,weather2:141;coroutil:110;minecraft:2
xlpackets-1.18.2-2.1.jar,xlpackets,XL Packets,0.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
